Word,Frequency
dumadasae,1
manmanbende,1
taegüejeja,1
manafanasagua,1
fumanagüeyo,1
fumatiñas,1
unjuto,1
uchomayo,1
indalalaque,1
siñaja,1
sumenmagof,1
munajomlo,1
asoto,1
ufanmanayuyut,1
fanataeanima,1
ufanmaosgon,1
manbubo,1
pichon,1
umayuyunatyo,1
incircunsida,1
candase,1
raynan,1
umangocon,1
umapoca,1
encatgao,1
uestotbayo,1
tinaetataemo,1
ufanadora,1
junasenguefjomlo,1
jarorobayo,1
undañae,1
jufanrespeta,1
areglajam,1
manmaliligao,1
urespeta,1
fion,1
janaagagang,1
infanue,1
guenaf,1
inayeg,1
fumanue,1
manmachapon,1
umasapet,1
jinengguenmame,1
mañotsotyo,1
uguinem,1
unbula,1
dumisipulo,1
innanalo,1
lumalametgotja,1
janafangadon,1
uninaquepodong,1
alutong,1
ninanggañiñija,1
munafato,1
manmimilalag,1
escandalo,1
ynaligao,1
uninafanlie,1
unaligao,1
sicómoro,1
ofisiatñija,1
jumagong,1
maninutil,1
amenaso,1
matadura,1
unsetbeyo,1
podonggüe,1
unpetsisiguejayo,1
malagomoja,1
sentura,1
mamamasto,1
manalalado,1
unmasangane,1
infaninesgueja,1
cuentosñija,1
estagüiyajayo,1
chapag,1
mumayetdomo,1
mayetdomumo,1
prumedica,1
usago,1
manaen,1
tatamiyo,1
chamapogsae,1
abatta,1
juagange,1
seleusia,1
umasaguayo,1
juchague,1
unaliligao,1
ngangao,1
salamina,1
mancareta,1
matutungo,1
mabalulutan,1
fatso,1
barjesus,1
sergio,1
fenenana,1
guaguajaja,1
lucio,1
inninafanlibre,1
pinada,1
ufañangane,1
ufamacaca,1
janafanmaegsamina,1
manmanmamumulan,1
blasto,1
camareron,1
amigonñija,1
manminantietiene,1
infanmañetbe,1
unafuetsas,1
uninafunjayan,1
gastoña,1
quinano,1
ministroñija,1
jacocone,1
ilesia,1
utufong,1
niger,1
chadigña,1
umescusa,1
umetnon,1
costumbreñija,1
ninasenmanman,1
unaumitde,1
manataquilo,1
mumamajlao,1
untutujon,1
inguflie,1
ninafamnaagange,1
guinâumabale,1
mujayan,1
paulo,1
intatanga,1
japatte,1
sis,1
yaanae,1
quinenbidaña,1
onrao,1
tagquilo,1
fatatachong,1
umunaumitde,1
uinesgaejongüe,1
nataloane,1
umagagange,1
manquinentra,1
mangonbida,1
elymas,1
guias,1
guajajit,1
comequilegña,1
unamabira,1
maapase,1
jagonña,1
undichoso,1
inaatanja,1
enemigun,1
unnataelaye,1
unbachet,1
nublado,1
unmaconbida,1
manamigumo,1
mansineñas,1
utagam,1
unisao,1
jucontra,1
aniyu,1
umanaminagago,1
tinagomiyo,1
indetiene,1
chinicogüe,1
tinegtog,1
finalagüe,1
jumongguejit,1
chagoja,1
tafañocho,1
jotnalerumo,1
naparejoyo,1
manmañoñobblaja,1
mangaena,1
jotnaleron,1
numanaegüe,1
mapetsiguen,1
griegosija,1
achoja,1
manbabaila,1
veinte,1
jumijitaja,1
fannae,1
tanamatungo,1
jujujungog,1
mayetdomuña,1
jumongue,1
utafanalegria,1
utafanmagof,1
jemjon,1
jasanganja,1
ufanmadetiene,1
unpunueja,1
manamigujo,1
manmachudae,1
ujafanmatagpange,1
manmansirconsisida,1
patasña,1
sano,1
sumasagayo,1
sinasuyen,1
unafanmeton,1
espirito,1
rode,1
jaapagaye,1
yinajo,1
cadenaña,1
dudog,1
dogamo,1
dumalalalaque,1
manungo,1
manmananayuyut,1
jaresisibeja,1
umanamamaela,1
masenyuteja,1
fanyútian,1
caduca,1
jumongguegüe,1
insisique,1
ilelegñaja,1
chachagoja,1
ninafansenlujan,1
manmajujuchom,1
jamagogofgüe,1
oraño,1
mapupulan,1
frijoles,1
jatatanga,1
testimomio,1
unachocho,1
janamaela,1
unafanlamen,1
jatituye,1
diesisaes,1
taena,1
gula,1
bisio,1
manamigaña,1
uguesaligao,1
upinilan,1
ubale,1
tignangña,1
manmamumulan,1
ingüaeya,1
ninafalalalo,1
abba,1
mananan,1
taeinamot,1
munametgot,1
canaejoja,1
lañajo,1
jupalae,1
guinigüife,1
canggelonmame,1
injatsajulo,1
finaboresimo,1
munafangajulo,1
manmamagof,1
metamo,1
chenchonña,1
tabor,1
plinantamo,1
chumalapon,1
ujamarese,1
unfapidaso,1
pumoca,1
timanmalago,1
sobetbian,1
umaregla,1
umamaanaogüe,1
uparejuña,1
umanalamen,1
contrarioña,1
cumocone,1
manútunog,1
ufañila,1
unatogjao,1
pinatgonña,1
munafanmagof,1
nametgotjao,1
manamamamajlao,1
mayuteñaeñaejon,1
castiyaña,1
unamatatnga,1
unnaale,1
sinantosso,1
jutolaeca,1
juquebranta,1
jusaulag,1
bara,1
inaguaguatñija,1
jufatoegüe,1
fatilúluye,1
layjo,1
maquebranta,1
infatiluye,1
uparejo,1
finañagujo,1
inayegco,1
uninafangajulo,1
unnafañago,1
guinagagaojo,1
debotoyo,1
pinecatña,1
lacho,1
manachico,1
manásoda,1
unnaejam,1
fanuejam,1
linâlâlomo,1
unnajujuyong,1
unlalalaloja,1
nabasta,1
unbirajao,1
janomsija,1
untampe,1
manmacautiba,1
unnafanalo,1
mammamomocat,1
jupottero,1
gañacoja,1
janajujulo,1
tinampe,1
jafatinase,1
tinangis,1
umaagangjao,1
manmanadora,1
janagosestotbayo,1
dangculojao,1
jususungon,1
gofchatsaga,1
unmaalaba,1
unnamalie,1
juagangjajao,1
mapongleyo,1
jumachatlie,1
jajungong,1
ayudaña,1
bebôco,1
madadandan,1
jeovaja,1
unafitmegüe,1
palestina,1
quinantaco,1
manmasasangan,1
jaguaeyaña,1
yplinantaña,1
cumonsuelayo,1
bila,1
naetnon,1
manmaman,1
nafañocho,1
taagüije,1
quinadada,1
famaguan,1
japedasitos,1
sinaguat,1
manmefno,1
ufanmagana,1
janataquiloyo,1
famanuen,1
conbiene,1
sinantosja,1
mansenmagajet,1
jucantae,1
mastaquilo,1
inangangñija,1
ninafitme,1
dinidog,1
numabeste,1
mabeste,1
goftunas,1
manmesgo,1
munasusuja,1
talangajoja,1
atadogcoja,1
mapalaeyo,1
canggelonjo,1
ayudajo,1
manbanidoso,1
janafanpinite,1
jatutungo,1
fanatog,1
fumatinasjit,1
tafandimo,1
tafanecon,1
taadora,1
canaeñaja,1
taufanmato,1
jugaegue,1
tacantaye,1
dañoñijaja,1
ujautut,1
achon,1
comunion,1
quinensuelamo,1
finatquilo,1
gusija,1
munaatogyo,1
unnaregla,1
ujanafanunas,1
cumastiga,1
janaatogyo,1
infanmalate,1
fanatituye,1
ufanatituye,1
ufanmayulang,1
aguaguat,1
ujanalibre,1
insiña,1
unfañotsot,1
mangupo,1
munaguse,1
trineste,1
sobetbiañija,1
taease,1
inlachae,1
odo,1
sat,1
minananan,1
tinaelayenmame,1
munafañatsagajam,1
lumachaejam,1
manaeguije,1
minilag,1
bumebela,1
nigapja,1
fanalo,1
saganmamame,1
pinecat,1
mannanamamajlao,1
minamamajlao,1
jucatgaja,1
nafannajong,1
unnafanpinite,1
mansentadong,1
canaeta,1
namandinangculo,1
junagana,1
unnamagofyo,1
infamamanue,1
umacanta,1
junanajong,1
umopegüe,1
ungagacha,1
jumocayo,1
unfamgacha,1
umanafannotpe,1
unmajatsa,1
usinangang,1
ujijot,1
atadogmoja,1
minamaañao,1
unmaañao,1
upatangmo,1
uguinogüemo,1
unangoco,1
untinampe,1
unninalibre,1
todojajanasiña,1
malabajao,1
golondrina,1
jilumo,1
hielo,1
atco,1
manmabira,1
lumálaguaja,1
manmanembebesteja,1
jatietentaja,1
jaraya,1
guinanan,1
güineja,1
jaesgagaejon,1
chalane,1
naminetgotñija,1
chumatsaga,1
lâlâlâ,1
fangualuanñija,1
finachochoñija,1
aumentan,1
oruga,1
rana,1
fanguiguimen,1
janajâgâ,1
probechoco,1
santosgüe,1
manatriste,1
jayuyulang,1
masuog,1
manafanugo,1
imageñija,1
jagoschatlie,1
uchadig,1
tatamname,1
tumungojao,1
inigomo,1
unlalalo,1
manmabotleajam,1
manmamofeajam,1
manafanmamamajlaojam,1
ufanjinafog,1
montón,1
tiningon,1
janafañocho,1
finaboreseña,1
jatatitiye,1
ademas,1
ninaaagang,1
matatñga,1
manmodong,1
mamaleñija,1
majon,1
tinanges,1
cautibo,1
silo,1
jaasie,1
ufanfitme,1
ujafaande,1
janafalalago,1
ufanguinem,1
finañila,1
janafanenesgaegaejonja,1
jadebide,1
ufanmamocat,1
munanaaatogyo,1
espirituñija,1
juangongoco,1
fanaegüigüije,1
ufanmalefa,1
ninanggañija,1
finañagonñija,1
famaguonja,1
jusenmagof,1
masangangane,1
jumujuchomyo,1
innafanatog,1
trinestico,1
talanganmo,1
suspiros,1
manadang,1
guinachamo,1
maniiina,1
chuleyo,1
isagüegüe,1
achoñija,1
jatienta,1
banidá,1
janafanlinachae,1
jaaneñija,1
chochoña,1
mamnamanman,1
maaiisao,1
baela,1
tinangañija,1
tinangañiñija,1
mangosjaspog,1
campoñija,1
gaepapa,1
lutojo,1
jachachalane,1
ufanguaefe,1
ujacano,1
unnaquinereasyo,1
egueng,1
umafamauleg,1
manmachuchuda,1
jafamaulequejit,1
chachalalaneyo,1
güinaeyañija,1
insedajam,1
manafangostagpapjamam,1
unnajomloyo,1
asur,1
ammon,1
gebal,1
agareno,1
ismaelita,1
managogüe,1
tautut,1
ninafanatogmo,1
manpinagat,1
sirion,1
manpalalangpang,1
quequeto,1
tiumaagan,1
umerensia,1
infanmataeja,1
manalamten,1
manmamomocatja,1
ujaquetungo,1
nafanunas,1
junajaspog,1
umuutut,1
mansujeto,1
umanmachatlie,1
juchoma,1
amaleg,1
maninayuda,1
ufanmamomocat,1
sisara,1
agagange,1
ninamalango,1
tumatanga,1
nagüinaeyayon,1
ufandesonrao,1
dinesonra,1
pinagyomo,1
nafanmaañao,1
pagyomo,1
janafanayog,1
finaliñagüe,1
remolílino,1
iyotaja,1
jitaja,1
salmuna,1
sebah,1
prinsipeñija,1
seeb,1
oreb,1
estiecot,1
endor,1
sison,1
jabin,1
janameyeyengyong,1
minajetog,1
unnafanmagof,1
manlodo,1
jaleña,1
natadodong,1
untanme,1
manmachachatgue,1
enimigonmame,1
unnafanmumojam,1
janafanquesnuda,1
ujaguinem,1
delubio,1
unafañochocho,1
unlálalaloja,1
usatbajam,1
maelajao,1
minatatngamo,1
junataquilo,1
umesgagaejon,1
unnajatsa,1
infanmamanue,1
inalaba,1
pechoñija,1
dinangculo,1
inigon,1
matanmame,1
binado,1
siniso,1
unecungogyo,1
unjulog,1
juchaguejao,1
umopejao,1
munalibrejao,1
lauya,1
apagaña,1
untestimonio,1
gualafon,1
guaefe,1
entona,1
nafanlâlâjam,1
infanalo,1
unnametgot,1
chinema,1
mautut,1
masinenggue,1
cades,1
munafanmañañago,1
talag,1
inentnon,1
cumacano,1
mayúyulang,1
balaco,1
matitife,1
munafanmajejetog,1
manmatomba,1
tumientayo,1
ufamaisao,1
poly,1
jadalalalag,1
ufinaborese,1
finachochoña,1
chumoleguan,1
unnachule,1
umaamot,1
ufanmangagao,1
ufanlaong,1
ubiuda,1
ufanaetata,1
guinaeyaco,1
machagueyo,1
manayuyutyo,1
manmumo,1
umoriyayayeyo,1
enimiguta,1
uguinacha,1
utafanmatatnga,1
uinesgaejonyo,1
uconeyo,1
sapatoso,1
palanganajo,1
bastonjo,1
mumagago,1
bestiduña,1
tolangña,1
jatatampegüe,1
unamagomgom,1
upanag,1
melquisedec,1
baramo,1
timañotsot,1
ungae,1
agaan,1
ufanmanofrese,1
gobietna,1
uninamannae,1
bastonmo,1
usinatba,1
capa,1
desonra,1
maaatanyo,1
iinemog,1
jataca,1
manmasogsog,1
inayunat,1
mandafe,1
timoco,1
matafye,1
mañetnot,1
efrain,1
gilaad,1
yyoco,1
yinilangñija,1
manninajomlo,1
bay,1
fanmanmamadese,1
inechongñija,1
janapedaso,1
manmagodeñija,1
jagutos,1
manembeste,1
jananajong,1
maninesgaejon,1
manlalango,1
manaabag,1
jaya,1
nafandañajam,1
janafangaease,1
ninafanmañotsot,1
pinitiñija,1
tatpapa,1
manmachile,1
maembeste,1
chumiguet,1
janafanmagas,1
ninafanábale,1
manninalibre,1
ujaofrese,1
jupatte,1
jatagoña,1
tinacaja,1
fatmata,1
madalalagyo,1
ujinichom,1
janafanabag,1
mannecon,1
mandidide,1
ufangosmegae,1
aumento,1
ufanmarecoge,1
janafamimichao,1
jafajagoen,1
ufanjula,1
jafadesierton,1
jafaanglo,1
jafasadog,1
trangco,1
mangieto,1
janabasta,1
bulacho,1
manmamangag,1
manmatulaejon,1
manmaderite,1
mansendangculo,1
umajajaso,1
munae,1
dinespresia,1
guefayuda,1
gimel,1
munaabag,1
jualiligaojao,1
ufanmanlâlâ,1
jaguesadaje,1
beth,1
sumesendingo,1
untagojamja,1
manmatitinas,1
ufamnanadora,1
mangabales,1
aleph,1
jujatsajao,1
funot,1
ny,1
inbendisijao,1
namannae,1
tafansenmagof,1
manmanjajatsa,1
marechasa,1
babayeyo,1
jacastigayo,1
nafañuja,1
jajajasoja,1
jupodongyo,1
daleth,1
magaease,1
cheth,1
jaguotyo,1
juconseulan,1
juabag,1
gogosmachatgüeyo,1
munalâlâyo,1
munamamagofyo,1
unfatinasyo,1
zain,1
munamamamajlaoyo,1
vau,1
minajalangyo,1
janamaaañaoyo,1
nalâtâyo,1
namangag,1
nafalofanyo,1
he,1
jufalalagüe,1
namamamajlaoyo,1
jusisigue,1
grasiasmo,1
nametgotyo,1
ufanmanadora,1
chumonegyo,1
jajasoja,1
güiengñija,1
jafagagot,1
janaason,1
jafaacho,1
quique,1
gobietnoña,1
gofmagof,1
fafañago,1
janafamulan,1
prinsepen,1
mananesitao,1
tachongña,1
minachomña,1
umalingo,1
tumalapon,1
jananalo,1
ufanmajajasoja,1
causaña,1
numanaayao,1
tunasgüe,1
rinico,1
ninasendangculo,1
janamannae,1
mamafatinas,1
uminalag,1
manmannginginge,1
obeja,1
manmangogote,1
menanña,1
dineseajo,1
páteo,1
magodeco,1
pumula,1
ufandimo,1
unalala,1
chinadigco,1
yleco,1
jujojonggue,1
manlalala,1
lagosija,1
sumatbayo,1
senyoase,1
ufanmasangan,1
lâlâlâyo,1
juaagangja,1
pastotjo,1
tabendise,1
unninamegae,1
bumendisijit,1
unafatta,1
güetgüeroñija,1
chechoñijaja,1
munafanáplacha,1
ninaáplacha,1
munatungo,1
munanajong,1
comorona,1
lumilipa,1
ufanmaplanta,1
semiyanñija,1
ufangagaegue,1
ufanjocog,1
mismojajao,1
manmatalaeca,1
untolaeca,1
jufatachong,1
ufanguesbijo,1
ungagaegueja,1
tinaeisao,1
janadafe,1
ujasetbe,1
juoriya,1
junajungog,1
ufanmafatinas,1
utugue,1
tinayuyutñija,1
jagoflamen,1
umanog,1
jananuebo,1
ufanlalatde,1
ninafanmaase,1
uapasejit,1
ulamlam,1
munamamagof,1
munafanlâlâ,1
jaspog,1
numaye,1
majoñija,1
manmagong,1
guimenñija,1
juadádajeyo,1
uttimonñija,1
apan,1
mañadig,1
julumo,1
caruajeña,1
cottina,1
jumuto,1
untampen,1
jusulong,1
ecsamina,1
lalachog,1
jechurata,1
goftaquilo,1
tinaelayeta,1
petbosña,1
achoña,1
chugo,1
jumaañagüeyo,1
ufangalamten,1
ufanlaolao,1
manganta,1
ujanafamapagpag,1
upalalangpang,1
cotneta,1
cantayo,1
ídolo,1
tunanmaesaja,1
nafanmamajlao,1
manmadirite,1
lamlamña,1
mausinesenggue,1
mangantapot,1
palalangpang,1
fanlaolao,1
manidolo,1
umamaañaogüe,1
ninámanmanña,1
fanmamanue,1
majalom,1
binibujo,1
manmatompo,1
dinagculon,1
catnada,1
memoriasmo,1
jaliguen,1
angloyo,1
umaso,1
jumatsayo,1
guimenjo,1
gorrion,1
jupulan,1
memo,1
pelicano,1
manetnot,1
janon,1
munaatog,1
uutot,1
numafitme,1
sumasagan,1
cájaga,1
inatanña,1
finajiyunge,1
chatpayon,1
tiucheton,1
unfato,1
juadajeyo,1
nacacha,1
trangcaña,1
munamemetgot,1
tinanomña,1
jufannangga,1
janangga,1
janaanglo,1
jasatbaja,1
testimoniuña,1
manisaojam,1
inayegmo,1
bisitayo,1
gaesisiñan,1
otdenña,1
iyoñija,1
milalag,1
palumo,1
jaconie,1
ufinanagüe,1
triboñija,1
numeroñija,1
uruga,1
jajulog,1
ygosñija,1
ubasñija,1
jasaolag,1
aposenton,1
ranas,1
güijanñija,1
jarescata,1
pinagatña,1
janomñija,1
guinagaoñija,1
quinebrantaco,1
jaeyag,1
jatufong,1
finees,1
janatojgue,1
baalpeor,1
semiyañija,1
tiendañíja,1
güaeyayon,1
finapetta,1
uyunilang,1
diniriten,1
horeb,1
manila,1
ufanfinanagüe,1
manafañila,1
abirom,1
ufanguinia,1
datan,1
pinañot,1
manmanugo,1
minasogsog,1
janamanae,1
jafajâgâ,1
ninafanaguaguat,1
chuchuco,1
umanmagof,1
utaya,1
jugofmagof,1
usenmames,1
taemenoja,1
janaasgon,1
najuyongyo,1
jayengyong,1
chechona,1
munanuebo,1
manfinatinas,1
petbosñija,1
jinagonñija,1
mañatsaga,1
mannajong,1
naufandaña,1
jumugando,1
trinesteco,1
rinicumo,1
minenajlom,1
manminegae,1
manmaconeñija,1
conejo,1
pino,1
fanadingan,1
monjayan,1
ninajomjom,1
juision,1
finaye,1
ufanmatinas,1
ujachatlie,1
janafanmetgot,1
janafansenmegae,1
manpápagat,1
upreso,1
gobietnon,1
pinila,1
ujala,1
guientalo,1
atanyo,1
taeconsueloyo,1
agon,1
profetajo,1
munafanlalamen,1
senmandidide,1
mandidideja,1
facae,1
piniteyo,1
ylelegña,1
jinilaña,1
juisioñasija,1
remolino,1
palampan,1
iafanmamulan,1
nafanjungogyo,1
tunanmaesajao,1
unmaofrese,1
unchogüe,1
undespresia,1
matunamo,1
satbasinojo,1
angocogüe,1
yumuyuteyo,1
unnanuebo,1
nanggagüe,1
inechongjo,1
apacaña,1
manmamataeja,1
fagaseyo,1
nagasgasyo,1
mumapotguenaejonyo,1
manjusgajao,1
utaefatta,1
cumuentosjao,1
utunas,1
gosfagaseyo,1
fuñas,1
munatutunas,1
jufapidasos,1
minaasen,1
inabajan,1
unguaeyaña,1
mannanataelaye,1
umaatog,1
inefresijo,1
ufansennajong,1
unnafanguimen,1
minatatgañija,1
fijon,1
manrenechasa,1
bebô,1
adisapatta,1
janafanmachapon,1
ininamo,1
infanmalie,1
patas,1
manmachoneg,1
pápapa,1
juangongocoyo,1
oliba,1
troncon,1
umachatchatgue,1
unjinale,1
unjinala,1
unyinilang,1
angocojao,1
jusisi,1
julalatdejao,1
parejojitja,1
jamantietene,1
enimigon,1
umiina,1
sí,1
gosbonito,1
tumunogña,1
sebon,1
maoonra,1
ufanguelinachae,1
inayao,1
mamaesajao,1
matutunajao,1
udinalalaggüe,1
mumémegae,1
jaapapasetalo,1
minaaseñija,1
uresibeyo,1
ulachae,1
boninituñija,1
upinasto,1
manmatdise,1
binabanñiñijaja,1
jinanaoñiñija,1
naanñijaja,1
nafandaña,1
udineclara,1
mamatquiquilojayo,1
ufanmayamag,1
undesonra,1
jaguefjajaso,1
cumuecuentosjao,1
matátachongjao,1
laye,1
unnasetbe,1
gaepattejao,1
tatemo,1
chumachaleg,1
gojo,1
tina,1
undeclara,1
unonrayo,1
junalibrejao,1
unagangyo,1
men,1
jugui,1
juchoco,1
janadilog,1
espadañija,1
corasonñijaja,1
jufangone,1
julalatde,1
atituyeyo,1
inestotbayo,1
trinistieco,1
mañagon,1
acaleja,1
manutut,1
jaachechetgüe,1
malalagoja,1
ufanmadirite,1
manencanta,1
gosfaye,1
encantador,1
jajuchum,1
tangan,1
binenoñija,1
jaachetgue,1
atadogmameja,1
intajlang,1
manmanjujusga,1
unfanguentos,1
junaetjao,1
manmalagojit,1
taloloja,1
manmaguadog,1
tacalamot,1
ufañatsaga,1
minañila,1
taetiempo,1
lumilie,1
pumañotyo,1
usiente,1
desgrasiaoyo,1
gosnamaase,1
sobetbioñija,1
chalapon,1
manmalelefa,1
matitegyo,1
pumupuno,1
unaliiyo,1
unmofea,1
unchatgue,1
minefea,1
fandango,1
mannutugap,1
janachéchegcheg,1
malilicucue,1
gagaease,1
linachijo,1
japrepara,1
unatan,1
ufagase,1
remulinon,1
beya,1
lauyanmiyo,1
umaasonyo,1
manadañujo,1
umugongyo,1
jufanjaso,1
jafaande,1
polosija,1
ufanchinile,1
tafanmamocat,1
mamis,1
senjuguflie,1
parejujo,1
manmanpotfifia,1
inataca,1
ipe,1
duron,1
jualula,1
judescansa,1
jugupo,1
ufanmagogue,1
gaepapayo,1
ñumoñoyo,1
linijan,1
linaolao,1
gospute,1
japetsigueyo,1
machatliiyo,1
biniboñija,1
inembeste,1
comontrayo,1
ugogüeyo,1
pumotfifia,1
manlálâlâ,1
finona,1
leblomo,1
boteyamo,1
ufanescapa,1
pinecatjo,1
magueguesatituye,1
maesasija,1
disonra,1
juangocojayo,1
mamumujo,1
jachichiguityo,1
mumumo,1
manfáfababa,1
manmejgá,1
joyon,1
catgamo,1
palagseña,1
manpas,1
innadangculo,1
memegae,1
ufaninepe,1
ufaninjingog,1
uguefpodong,1
manegagao,1
manmañuñuda,1
espadajo,1
janafanmachalaponjam,1
umacano,1
unpolojam,1
manmañaque,1
unbirajam,1
jumanaojao,1
intina,1
checayo,1
atafja,1
tatunanmaesa,1
umadadajejam,1
flechaco,1
upolu,1
calangja,1
atborotoñija,1
espadanñija,1
unnafanjanao,1
unnafantriste,1
canaemoja,1
antiguo,1
tiemponñija,1
tantanmane,1
talanganmame,1
jumanamamajlao,1
uttimoco,1
unnafanmafa,1
sinanganjam,1
desenrajo,1
antenmame,1
chiniguitmame,1
pinitenmame,1
judadalalag,1
dumidingoyo,1
manmatufongjam,1
manmapunojam,1
ualigaojam,1
manmalefajam,1
jugueffamatquilo,1
aninen,1
untampejam,1
jacal,1
unyamagjam,1
juquieto,1
manatbororota,1
corasonmame,1
tratumo,1
manmatinasjam,1
manmalelefajam,1
maneemog,1
numanamamajlao,1
natungo,1
estotba,1
mamatquilo,1
uchuleyo,1
juanog,1
ufanangoco,1
sumospípiros,1
benabo,1
maaregla,1
bendesido,1
quinabalesso,1
ujagana,1
jusangang,1
finalulon,1
manañangon,1
junaquiequeto,1
dumitietietene,1
najomlo,1
tufungon,1
jajiguef,1
tiuenentrega,1
udichoso,1
uinadajegüe,1
jajajasoyo,1
ladangculo,1
ufansemagof,1
ufanlapoble,1
munataelaye,1
mannuebo,1
ilegñiñijaja,1
mananamo,1
jufañule,1
sinaulagmo,1
fafa,1
tinetpen,1
coneyo,1
lumachaeyo,1
mumujo,1
unnatunas,1
mamofeayo,1
bonituña,1
puliya,1
cantaña,1
langatmo,1
janommo,1
misar,1
hermonitas,1
jujajasojao,1
tumano,1
ayudo,1
dumilogjao,1
finatoyo,1
taegüeje,1
mañaenajo,1
poloyo,1
tiyanmame,1
unnafanlibrejam,1
pluman,1
unereda,1
atbot,1
jumalofan,1
gumote,1
maninalulula,1
manaelay,1
sumanlago,1
umagueftuna,1
uninafansatba,1
ufantaotao,1
numananggagüe,1
lumalálatde,1
lalalomo,1
uncastigayo,1
erensiata,1
papata,1
jamya,1
nafamagpag,1
manmutung,1
binabajo,1
gostumecon,1
umuugong,1
atayojo,1
janamamagof,1
janamayao,1
unninataquilo,1
ayogüeja,1
manjusga,1
presiuña,1
antinñija,1
ninálibre,1
rumescata,1
ninaayao,1
umapasiye,1
riniconñija,1
jatunanmaesaja,1
simiyaña,1
jaoriyayayeyo,1
dedegoco,1
juecungog,1
ufanmaadaje,1
finataeta,1
uesgaejonjit,1
jaespipia,1
jaegaga,1
munaseguguro,1
colatña,1
matca,1
untufong,1
unjanagüe,1
famocat,1
minilalagña,1
minatatgaña,1
contrarionjo,1
tecon,1
matátachong,1
rayna,1
famalaoanmo,1
manonrada,1
manamagofjao,1
matfit,1
manladangculon,1
casia,1
ugadon,1
mamaopao,1
pinalaejao,1
bariya,1
bariyan,1
enemigon,1
manacadedog,1
unfinanagüe,1
minanso,1
mumemegaeja,1
gosbalente,1
cháchagamo,1
binendisejao,1
jaapapase,1
guefpaguñajao,1
ofir,1
unmalefa,1
umayeyengyong,1
mañataotaomo,1
manapangpang,1
manyafaeyo,1
gosmamuteyo,1
tinangajo,1
manayuda,1
tiunaatog,1
mannaejao,1
junamajaso,1
unnafanprinsipe,1
bobongbong,1
ugaegae,1
machulilie,1
unquinenie,1
tumattitiye,1
parientesso,1
mabotda,1
gosbonita,1
fabotmo,1
unmagaogao,1
manmanajaso,1
manjujungog,1
bonitamo,1
ugosmalago,1
unfanboruca,1
umalilicue,1
nafanjajanao,1
minatmon,1
machuchuda,1
fanatugco,1
unafanmañotbla,1
jumagang,1
ujatomba,1
seba,1
ufanmañuñule,1
jupagat,1
mamanjojoflag,1
mumamta,1
nafotgon,1
manmautot,1
ufanmanaliligao,1
pumarérejo,1
ufanyinamag,1
innafaninestotba,1
innafanmamajlao,1
munalilibre,1
mula,1
unamamagofyo,1
dinangculoco,1
fumanuejam,1
uparejumo,1
sumentaquilo,1
ugagaebale,1
umatayuyut,1
mafatitinas,1
ninafangatbo,1
finetgonjo,1
uttimoñija,1
sumenmacat,1
castigojo,1
junagasgas,1
tungoña,1
umafugo,1
janafanmamocat,1
mansentaquilo,1
umalatgue,1
guajañija,1
mamachom,1
cueyoñija,1
lisayon,1
inanglo,1
finataeñija,1
jumalatgue,1
pinecatta,1
sulon,1
tentenjan,1
cánaja,1
finatinasso,1
siniguen,1
tinasmo,1
chungeyo,1
junalala,1
munaguefmagof,1
numaangongoco,1
umafunas,1
munafanjajalom,1
umoriyayayegüe,1
ninafanlamenmo,1
pinitinja,1
sinaolagmo,1
ufanjeniguif,1
basija,1
sinturanñija,1
janayeyengyong,1
fanmalilie,1
mamalaso,1
lamasañija,1
fanagang,1
numamagofyo,1
upinite,1
manaliligaoyo,1
bulayo,1
madesonraco,1
najijot,1
aatog,1
ujuchom,1
upoloyo,1
mangaecángjilon,1
juananangga,1
papaquis,1
contrarion,1
ulinibregüe,1
enchilegüe,1
diningogüe,1
modasa,1
inamcojo,1
megot,1
chumuleyo,1
manrecto,1
finitmeco,1
jumasatbayo,1
mafatoyo,1
unsatbayo,1
naapo,1
mamámajlao,1
umatrasasao,1
umanasendangculo,1
desonraco,1
ufaninistotba,1
unafañaga,1
mangalalamten,1
prenesuña,1
unaaliligao,1
mamatquiloyo,1
malimachae,1
jacatgaye,1
unamaañao,1
chinemamo,1
manatungoyo,1
minaegoñija,1
jamaego,1
manafanaelaye,1
lumiliiyo,1
malagjao,1
tabetnacoluña,1
salem,1
juutot,1
jaguiguimen,1
jafufugo,1
fondoña,1
asiento,1
taeguijeja,1
lalálalo,1
sajaya,1
tongjo,1
fanguecuentos,1
canggelonmiyo,1
dinisonran,1
lajyayan,1
sinebetbio,1
careta,1
munamajungog,1
mamalachae,1
sentaegüijeja,1
ninafanmayengyong,1
linalachae,1
mananglo,1
gague,1
dinafejo,1
uyóase,1
ufanlingo,1
promesaña,1
usenjanaoja,1
finaboresiña,1
guefaligao,1
taemaego,1
lalalango,1
umuugongyo,1
janaestotbayo,1
manamagof,1
maestira,1
espiriton,1
munamautut,1
inapase,1
promete,1
sumoma,1
seblan,1
jaliguiña,1
mamatca,1
magmatajao,1
tayulang,1
munainale,1
sumanggüe,1
mattiyo,1
binetda,1
ufanatog,1
chemchom,1
contraton,1
banderañija,1
sumasagajao,1
jafanueyo,1
nalulajo,1
unfajan,1
umasgon,1
linalomo,1
nafanmetgot,1
inafanmatatnga,1
unresibeyo,1
umesgaejonyo,1
gagaegueyo,1
taetiningoyo,1
